index,Laptop Brand, Processor Brand ,Clock Speed,Cache,Number of Cores,SSD Capacity,HDD Capacity,RAM,Graphic Processor,Dedicated Graphic Memory Capacity,Screen Size,Screen Resolution,Battery Cell,Weight,Cost,Link
82,acer,AMD,2.60 Ghz with Max Turbo Frequency up to 3.5 Ghz,,12,256 GB,,8 GB,AMD Radeon Radeon Graphics,,35.56 cm (14 inch),1366 x 768 Pixels,3 cell,2.3 Kg,"₹28,990",https://www.flipkart.com/acer-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-z2-493-thin-light-laptop/p/itm752c735b4b0a6?pid=COMGFHMJFHEDTDD4&lid=LSTCOMGFHMJFHEDTDD44ATOEE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGFHMJFHEDTDD4.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
83,acer,AMD,"Base Frequency 2.60 GHz, Max Turbo Boost Frequency Up to 3.5 GHz",,2,512 GB,,8 GB,AMD Radeon AMD,,39.62 cm (15.6 inch),1920 x 1080 Pixel,4,2.4 kg,"₹33,990",https://www.flipkart.com/acer-aspire-3-ryzen-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-a315-23-laptop/p/itmb8fe582c41a06?pid=COMGBF6ZPSEYQ4Z3&lid=LSTCOMGBF6ZPSEYQ4Z39H0L9G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGBF6ZPSEYQ4Z3.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
84,acer,Intel,5.2,,6,1 TB,,16 GB,NVIDIA GeForce RTX 3060,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,3 cell,1.25 kg,"₹1,39,990",https://www.flipkart.com/acer-predator-helios-300-core-i9-11th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-360-hz-ph315-54-gaming-laptop/p/itmd71aac320ff3e?pid=COMGBWPJRJSF43UR&lid=LSTCOMGBWPJRJSF43URMEP1FG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGBWPJRJSF43UR.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
85,acer,AMD,"3.2 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",,4,256 GB,,16 GB,NVIDIA GeForce RTX 3060,,39.62 cm (15.6 inch),1920 X 1080 Pixels,3 cell,2.3 kg,"₹96,990",https://www.flipkart.com/acer-nitro-5-ryzen-7-octa-core-5800h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-an515-45-an515-45-r2gl-gaming-laptop/p/itma1ea7a5c6d853?pid=COMG2HCTU4CAZWD9&lid=LSTCOMG2HCTU4CAZWD9BE9ADX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMG2HCTU4CAZWD9.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
86,acer,Intel,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.4 GHz",,2,512 GB,,8 GB,Intel Integrated Iris Xe,,35.56 cm (14 Inch),2560 x 1440 Pixel,2,1.2 kg,"₹55,990",https://www.flipkart.com/acer-swift-3-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-sf314-512-thin-light-laptop/p/itm227affa2df995?pid=COMGEEJ4AC4FZZNB&lid=LSTCOMGEEJ4AC4FZZNBJ7NCDL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGEEJ4AC4FZZNB.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
87,acer,Intel,"Base Clock 1.10 Ghz, Max Turbo Boost Frequency Up to 2.80 GHz",,8,256 GB,,4 GB,Intel Integrated UHD Graphics,,35.56 cm (14 inch),1366 x 768 Pixel,4,1.9 kg,"₹25,990",https://www.flipkart.com/acer-aspire-3-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-a314-35-notebook/p/itm4222966586c4f?pid=COMGGYRHXFUPTDGM&lid=LSTCOMGGYRHXFUPTDGMLFEDRM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGGYRHXFUPTDGM.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
88,acer,Intel,Max Turbo Boost Frequency Up to 4.0 GHz,,2,256 GB,,16 GB,NVIDIA GeForce RTX 3060,,39.62 cm (15.6 inch),1920 x 1080 Pixels,2,1.68 kg,"₹99,990",https://www.flipkart.com/acer-predator-helios-300-octa-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-ph315-53-gaming-laptop/p/itmb2022d3889ada?pid=COMGFH8KHCHZBHDQ&lid=LSTCOMGFH8KHCHZBHDQMC4B4U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGFH8KHCHZBHDQ.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
89,acer,AMD,"Base Frequency 2.10 GHz, Max Turbo Boost Frequency Up to 3.70 GHz",,6,512 GB,,8 GB,AMD Radeon 5500U,,35.56 cm (14 inch),1920 x 1080 Pixel,4 cell,1.7 Kg,"₹56,390",https://www.flipkart.com/acer-swift-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-sf314-43-thin-light-laptop/p/itm2e14e47e7f287?pid=COMG56TFTZGHZ9CV&lid=LSTCOMG56TFTZGHZ9CV7UNUYW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMG56TFTZGHZ9CV.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
90,acer,AMD,4.1,,,512 GB,,8 GB,AMD Radeon Vega 8 Mobile,,39.62 cm (15.6 inch),1920 x 1080 Pixels,,2.3 Kg,"₹37,990",https://www.flipkart.com/acer-aspire-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-11-home-a315-23-notebook/p/itm9d884bcbd61d0?pid=COMGHMHANBW3WBPB&lid=LSTCOMGHMHANBW3WBPBGTWSJR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGHMHANBW3WBPB.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
91,acer,Intel,5.2,,,256 GB,,8 GB,Intel Integrated Iris Xe,,35.56 cm (14 inches),1920 x 1080 Pixels,,1.7 Kg,"₹56,490",https://www.flipkart.com/acer-travelmate-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-p214-53-notebook/p/itmdab5e2902b4a9?pid=COMG4PSMGNZ9PD9G&lid=LSTCOMG4PSMGNZ9PD9GQ23JS9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMG4PSMGNZ9PD9G.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
92,acer,Intel,1.70 GHz with Max Turbo Frequency up to 4.10 GHz,,,512 GB,,8 GB,Intel Integrated UHD Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,2.2 kg,"₹43,990",https://www.flipkart.com/acer-aspire-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-a315-58-notebook/p/itm9828feade766f?pid=COMGBNUHTWZKVHNF&lid=LSTCOMGBNUHTWZKVHNF3QTSLV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGBNUHTWZKVHNF.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
93,acer,Intel,"Base Clock 2.70 GHz, Max Turbo Boost Frequency Up to 4.50 GHz",,,1 TB,,16 GB,NVIDIA GeForce RTX 3060,,39.62 cm (15.6 Inch),2560 x 1440 Pixels,,,"₹1,24,990",https://www.flipkart.com/acer-predator-helios-300-core-i9-11th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-ph315-54-gaming-laptop/p/itm3732fbcde4762?pid=COMGBNUHUUUFHH4Q&lid=LSTCOMGBNUHUUUFHH4QQIMPUN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGBNUHUUUFHH4Q.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
94,acer,Intel,,,,256 GB,,8 GB,Intel Integrated UHD Graphics,,39.62 cm (15.6 inch),1920 x 1080 Pixels,,,"₹37,990",https://www.flipkart.com/acer-aspire-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-a315-58-notebook/p/itmafb83b51ed7df?pid=COMGF33NVVBW5YMB&lid=LSTCOMGF33NVVBW5YMBIGHBS7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGF33NVVBW5YMB.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
95,acer,Intel,,,,512 GB,,8 GB,NVIDIA GeForce GTX 1650,,39.62 cm (15.6 inch),1920 x 1080 Pixel,,,"₹62,990",https://www.flipkart.com/acer-nitro-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-an515-57-gaming-laptop/p/itmad93d3d647683?pid=COMGD37VAQKJRQTQ&lid=LSTCOMGD37VAQKJRQTQGEWALO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGD37VAQKJRQTQ.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
96,MSI,Intel,2.5 GHz GHz with Max Turbo Boost Frequency Up to 5.00 GHz,24,4,2 TB,1 TB,32 GB,NVIDIA GeForce RTX 3080 Ti,16 GB,43.94 cm (17.3 Inch),3840 x 2160 Pixel,4 cell,2.9 Kg,"₹3,90,990",https://www.flipkart.com/msi-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-120-hz-raider-ge77hx-12uhs-205in-gaming-laptop/p/itm9e5ce41e06c01?pid=COMGGZ23UYB7ZZUU&lid=LSTCOMGGZ23UYB7ZZUU0IYJO2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=en_NpMJ%2BZCZ4O0DPsRxnGPVFb7zCMs3Iu9JRvTCHR3vOrtnS4sZZfhcnR%2FnZrtmeClWwE0G%2FPy5QVYZ9zUNam8UVg%3D%3D&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
97,MSI,Intel,4.2 GHz Max Turbo Frequency,12,6,512 GB,,8 GB,Intel Integrated UHD,4 GB,35.56 cm (14 inch),1920 x 1080 Pixels,3 Cell,1.3 Kg,"₹41,990",https://www.flipkart.com/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-639in-notebook/p/itm9771296f748c4?pid=COMG483F5X8GDQSP&lid=LSTCOMG483F5X8GDQSPM5QHSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=en_NpMJ%2BZCZ4O0DPsRxnGPVFb7zCMs3Iu9JRvTCHR3vOrt08u%2Fm8W5Y8oARSrvfLLozzksPsYlVK5VaFZJCORrygg%3D%3D&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
98,MSI,AMD,Base Frequency 2.1 GHz Max Boost at 4.0 GHz,12,6,512 GB,,8 GB,AMD Radeon Radeon,4 GB,35.56 cm (14 inch),1920 x 1080 Pixel,3 Cell,1.3 kg kg,"₹39,990",https://www.flipkart.com/msi-modern-14-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-b5m-242in-thin-light-laptop/p/itm2dadd2a6b6e61?pid=COMGGHMQUHQ6TYBC&lid=LSTCOMGGHMQUHQ6TYBCBBV3KJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGGHMQUHQ6TYBC.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
99,MSI,AMD,"Base Frequency: 3.3 GHz, Max Boost Upto 4.2 GHz",12,8,512 GB,,8 GB,AMD Radeon RX 5500M,4 GB,39.62 cm (15.6 inch),1920 x 1080 Pixel,3 Cell,2.35 kg kg,"₹49,990",https://www.flipkart.com/msi-bravo-15-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_4&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGGHMQVWN6JJGC.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
100,MSI,Intel,4.5,12,8,512 GB,,16 GB,NVIDIA GeForce RTX 3050 Ti,8 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,3,2.25 Kg,"₹84,990",https://www.flipkart.com/msi-sword-15-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-a12ud-471in-gaming-laptop/p/itmc384d276b42b2?pid=COMGEY8WZREVKB2R&lid=LSTCOMGEY8WZREVKB2R2HVPBM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGEY8WZREVKB2R.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
101,MSI,Intel,Max Turbo Boost at 4.5 GHz,,8,512 GB,,8 GB,NVIDIA GeForce GTX 1650 Max-Q,6 GB,39.62 cm (15.6 inch),1920 x 1080 Pixel,3 Cell,1.86 kg,"₹52,990",https://www.flipkart.com/msi-gf63-thin-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-11sc-1046in-gaming-laptop/p/itm4b5beacb857d7?pid=COMGGZ23ZZPQYFJA&lid=LSTCOMGGZ23ZZPQYFJAWNHHWX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGGZ23ZZPQYFJA.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
102,MSI,Intel,Max Frequency Up to 4.6GHz,,12,1 TB,,16 GB,NVIDIA GeForce RTX 3070,4 GB,39.62 cm (15.6 Inch),2560 x 1440 Pixel,3 Cell,2.25 kg,"₹1,09,990",https://www.flipkart.com/msi-pulse-gl66-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-11ugk-431in-gaming-laptop/p/itm9eaffcc31a058?pid=COMG6E8PV7JC3SMM&lid=LSTCOMG6E8PV7JC3SMMVHYKEI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMG6E8PV7JC3SMM.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
103,MSI,Intel,1.8 GHz with Turbo Boost Upto 4.9 GHz,,6,512 GB,,8 GB,Intel Integrated UHD,8 GB,35.56 cm (14 inch),1920 x 1080 Pixel,3 Cell,1.3 kg,"₹57,990",https://www.flipkart.com/msi-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-modern-14-b10mw-659in-thin-light-laptop/p/itmbcbb85feb146e?pid=COMG7GXGMF5QGXGU&lid=LSTCOMG7GXGMF5QGXGUJ3M2IR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=en_NpMJ%2BZCZ4O0DPsRxnGPVFb7zCMs3Iu9JRvTCHR3vOrsdZ09CsZ4tR4kVVCNBBlbRaRvugiPF33uKU3rZfuN1Zw%3D%3D&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
104,MSI,Intel,Max Turbo Boost at 4.7 GHz,,6,512 GB,,16 GB,NVIDIA GeForce RTX 3060,6 GB,39.62 cm (15.6 inch),1920 x 1080 Pixel,3 Cell,2.25 kg,"₹1,06,990",https://www.flipkart.com/msi-crosshair-15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-b12uez-897in-gaming-laptop/p/itmd196e45647125?pid=COMGGZ23YABHSNDH&lid=LSTCOMGGZ23YABHSNDHKUD5XA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGGZ23YABHSNDH.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
105,MSI,Intel,2.3 GHz upto Max turbo frequency at 4.6 Ghz,,,512 GB,,8 GB,NVIDIA GeForce GTX 1650 MAX Q,4 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,4 Cell,1.86 Kg,"₹69,990",https://www.flipkart.com/msi-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-144-hz-gf63-thin-11sc-852in-gaming-laptop/p/itm13297b2080945?pid=COMGEY8WZYTQCXMG&lid=LSTCOMGEY8WZYTQCXMGMTVWYN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGEY8WZYTQCXMG.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
106,MSI,Intel,Max Turbo Frequency Upto 4.60 GHz,,,1 TB,,16 GB,NVIDIA GeForce RTX 3070,4 GB,39.62 cm (15.6 inch),2560 x 1440 Pixel,3cell,2.38 kg,"₹1,29,990",https://www.flipkart.com/msi-gp66-leopard-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-144-hz-11ug-693in-gaming-laptop/p/itmfcd34d91873d9?pid=COMGEY8WF6HDUVSF&lid=LSTCOMGEY8WF6HDUVSFIE9BYK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGEY8WF6HDUVSF.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
107,MSI,Intel,4.2 GHz,,,512 GB,,16 GB,Intel Integrated Iris Xe,4 GB,35.56 cm (14 inch),1920 x 1080 Pixel,3 cell,1.29 kg,"₹74,990",https://www.flipkart.com/msi-prestige-14-intel-evo-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-14evo-a11m-624in-thin-light-laptop/p/itmb81d123f71326?pid=COMG5AYMDY4WBVWP&lid=LSTCOMG5AYMDY4WBVWP178BXZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=en_NpMJ%2BZCZ4O0DPsRxnGPVFb7zCMs3Iu9JRvTCHR3vOrsVLFgZKL4TkAjojpFRF8kpKV66DM8iQth0h2Df9nBg4A%3D%3D&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
108,MSI,Intel,2.5 GHz GHz with Max Turbo Boost Frequency Up to 5.00 GHz,,,1 TB,,16 GB,NVIDIA GeForce RTX 3060,4 GB,39.62 cm (15.6 Inch),2560 x 1440 Pixel,3 Cell,2.47 Kg,"₹1,29,990",https://www.flipkart.com/msi-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-pulse-gl66-12uek-898in-gaming-laptop/p/itme75f133bf4841?pid=COMGGZ23QXZZVECG&lid=LSTCOMGGZ23QXZZVECGQKCCNO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGGZ23QXZZVECG.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
109,MSI,Intel,2.70 GHz Max Turbo Boost Frequency Up to 4.50 GHz,,,512 GB,,8 GB,NVIDIA GeForce RTX 3050,6 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,3 Cell,1.86 Kg,"₹67,990",https://www.flipkart.com/msi-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-gf63-thin-11uc-867in-gaming-laptop/p/itm4e86e31b8e273?pid=COMGEY8WQXQVBTZB&lid=LSTCOMGEY8WQXQVBTZBXBQHFX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGEY8WQXQVBTZB.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
110,MSI,Intel,Max Turbo Boost at 4.7 GHz,,,512 GB,,8 GB,NVIDIA GeForce RTX 3050,8 GB,39.62 cm (15.6 inch),1920 x 1080 Pixel,3 cell,2.25 kg,"₹90,990",https://www.flipkart.com/msi-katana-gf66-core-i7-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-12uc-632in-gaming-laptop/p/itm5cbb87e5b174d?pid=COMGGZ23UXDG2BV3&lid=LSTCOMGGZ23UXDG2BV3LFBXVC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGGZ23UXDG2BV3.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
